employee_name,user_id,O,C,E,A,N,mapped_id,night_logons,total_email_size,usb_count
Xerxes Howard Wilcox,XHW0498,37,47,48,23,35,MVO2746,0.0,0.0,0.0
Isadora Jael Waters,IJW0851,21,10,10,18,34,AAF3937,0.0,0.0,0.0
Nigel Addison Rios,NAR0981,39,39,16,50,36,KBP0384,41.0,0.0,851.0
Nero Uriel Little,NUL0471,35,38,38,26,37,WOV3040,778.0,0.0,0.0
Drew Ivan Beck,DIB0081,34,45,14,28,33,DGW0752,0.0,149485450.0,0.0
Brenden Samuel Shaffer,BSS0369,39,42,34,14,32,LOM0086,0.0,37808166.0,0.0
Margaret Illana Burch,MIB0904,22,21,34,38,25,ZKR1397,0.0,0.0,0.0
Athena Amelia Foreman,AAF0535,17,21,36,33,31,ALB1254,0.0,0.0,0.0
Hayden Bernard Benson,HBB0056,37,33,30,21,27,LSN1672,0.0,0.0,0.0
Melodie Chantale Joyce,MCJ0324,28,20,40,20,36,DRC2296,37.0,0.0,3071.0
Hashim Damon Hebert,HDH0928,40,36,20,40,26,IMH2964,0.0,0.0,0.0
Holly Xerxes Lara,HXL0968,45,21,35,40,34,RDF1248,0.0,0.0,0.0
Macaulay Otto Hopkins,MOH0273,39,40,47,50,26,FHO0630,0.0,150926414.0,0.0
Keiko Naida Webb,KNW0644,15,20,23,15,25,LAO2771,0.0,0.0,0.0
Cullen Gary Adams,CGA0629,36,35,24,49,28,JXP3801,0.0,0.0,0.0
Nell Mari Schneider,NMS0280,39,42,26,37,27,GCR0554,0.0,89458398.0,0.0
Tad Harlan Duncan,THD0448,41,32,29,38,32,DRW1207,0.0,0.0,0.0
Scarlet Pearl Ashley,SPA0141,43,22,10,21,29,MNG3693,0.0,0.0,0.0
Lenore Piper Cardenas,LPC0492,30,23,22,30,26,JDH0295,0.0,0.0,0.0
Benjamin Tyrone Norman,BTN0061,42,21,22,20,22,MOB1914,0.0,0.0,0.0
Hanae Gay Hogan,HGH0595,41,14,22,39,29,JSB0783,0.0,0.0,0.0
Brielle Aubrey Marks,BAM0611,25,30,39,23,25,SCB1280,0.0,0.0,0.0
Kessie Kay Cooper,KKC0683,32,37,37,48,35,EAM3642,0.0,0.0,0.0
Buckminster Benjamin Swanson,BBS0422,39,42,29,41,18,XKW2303,0.0,0.0,0.0
Hedy Delilah Lopez,HDL0748,25,13,46,41,25,TZM0239,0.0,0.0,0.0
Nissim Rafael Delacruz,NRD0548,41,37,41,15,31,IJC1553,0.0,0.0,0.0
Donovan Carlos Chapman,DCC0160,36,39,33,42,27,HTF0641,0.0,29879515.0,0.0
Minerva Emerald Solomon,MES0407,38,44,25,47,37,GMA1698,0.0,0.0,0.0
Leonard Malachi Floyd,LMF0980,42,45,12,44,35,KNM1674,0.0,0.0,0.0
Barry Martin Mason,BMM0112,40,36,24,40,25,FXD3105,0.0,0.0,0.0
Leila Tallulah Steele,LTS0860,48,20,29,20,31,FNR0635,0.0,0.0,0.0
Armand Odysseus Key,AOK0844,11,30,44,26,31,FGH1958,0.0,0.0,0.0
Eaton Samuel Jennings,ESJ0670,42,31,15,40,24,HCM2945,0.0,0.0,0.0
Aladdin Abraham Foley,AAF0791,14,40,40,50,34,NCT0983,0.0,0.0,0.0
Kirby Ruby Lyons,KRL0501,18,27,23,28,26,JJM3791,0.0,0.0,0.0
Serina Amena Chavez,SAC0592,24,18,23,42,26,CCG1025,0.0,0.0,0.0
Uriel Charles Solomon,UCS0227,22,32,41,35,34,FRR0832,0.0,10159114.0,0.0
Jared Cameron Rosa,JCR0770,40,47,24,21,27,SAC0592,0.0,10014702.0,0.0
Ivy Charissa Solis,ICS0956,22,20,18,35,26,MVB0515,0.0,29769644.0,0.0
Macy Karleigh Winters,MKW0441,15,25,45,20,34,WCP2123,0.0,0.0,0.0
Tana Sonya Moody,TSM0927,33,21,10,37,26,JLW2924,0.0,0.0,0.0
Octavius Judah Kirby,OJK0233,40,36,14,22,33,MNB2570,0.0,0.0,0.0
Stephanie Mary Whitehead,SMW0084,20,37,39,48,27,NLS1866,0.0,0.0,0.0
Barclay Eaton Hensley,BEH0615,24,20,50,22,26,FCM2190,0.0,0.0,357.0
Ariana Doris Frazier,ADF0397,39,16,10,40,35,NLS1866,0.0,0.0,0.0
Nicolas James Cantu,NJC0705,43,39,29,36,31,BBS0039,0.0,49956573.0,0.0
Bertha Yetta Parrish,BYP0070,30,19,41,21,33,LNK3345,0.0,0.0,0.0
Jane Maite Dotson,JMD0520,21,45,16,38,29,JBB0847,0.0,0.0,123.0
Lucas Ahmed Ferrell,LAF0991,40,39,36,22,34,CMM0487,0.0,150739494.0,0.0
Kay Brynne Spears,KBS0874,23,39,37,33,29,CWL0561,0.0,0.0,0.0
Genevieve Hyacinth Head,GHH0288,12,36,40,36,30,SRH3590,0.0,0.0,0.0
Timothy Arthur Carroll,TAC0300,15,38,18,18,36,MTL3695,0.0,0.0,0.0
Jaquelyn Angelica Jimenez,JAJ0849,22,24,23,23,33,JME0387,0.0,0.0,374.0
Nevada Odette Bass,NOB0181,31,21,21,41,25,DBW0483,0.0,152654330.0,0.0
Daquan Tucker Pugh,DTP0379,45,42,15,37,27,CKH2797,0.0,0.0,0.0
Colorado Joel Merrill,CJM0138,10,40,21,17,23,MBG0438,0.0,60759257.0,0.0
Fallon Harriet Shelton,FHS0837,23,37,14,42,34,RQN2039,0.0,0.0,376.0
Chelsea Aspen Allen,CAA0612,20,41,32,42,31,DRB0202,0.0,0.0,0.0
Echo Leandra Torres,ELT0769,19,20,20,27,35,FXD3105,0.0,0.0,0.0
Katell Jasmine Wiggins,KJW0416,50,46,39,41,30,BVD3974,0.0,0.0,0.0
Cairo Theodore Robles,CTR0341,45,39,23,13,28,WAS2214,83.0,0.0,2831.0
Dolan Igor Cortez,DIC0988,44,30,23,21,32,IUY0279,0.0,90958498.0,0.0
Jane Justina Hunt,JJH0292,35,23,38,39,28,QRR1242,0.0,0.0,0.0
Mira Jamalia Snow,MJS0890,10,26,16,11,29,LBC0356,0.0,111869030.0,0.0
Tarik Odysseus Rivera,TOR0193,30,40,25,45,30,RSV2438,972.0,0.0,0.0
Sophia Cora Battle,SCB0534,20,18,35,22,29,TLH0648,0.0,30245182.0,0.0
Maxwell Dante Hutchinson,MDH0686,37,43,31,20,38,CMT0267,0.0,0.0,121.0
Jonathan Orlando Marsh,JOM0750,35,46,25,40,29,CMS1900,0.0,0.0,0.0
Burke Randall Burnett,BRB0355,33,21,37,19,29,GCD1189,0.0,0.0,0.0
Macon Joseph Morrison,MJM0510,32,33,22,18,39,WVB0539,0.0,138749001.0,0.0
Kibo Josiah Murray,KJM0887,31,47,14,16,32,SCC1896,0.0,0.0,0.0
Courtney Brynn Garrett,CBG0398,40,21,41,10,24,BKR3302,0.0,0.0,0.0
Raya Regan Church,RRC0553,40,14,24,38,29,JHK1849,62.0,0.0,0.0
Tara Dai Stevenson,TDS0984,39,39,15,40,38,MHH0034,0.0,0.0,0.0
Libby Rosalyn Richard,LRR0148,21,19,14,14,29,CJW2087,0.0,0.0,0.0
Amelia Rhoda Burgess,ARB0834,40,42,40,49,26,MMW1927,0.0,0.0,148.0
Kareem Porter Collins,KPC0073,44,30,11,16,23,BPL3202,8.0,0.0,0.0
Charde Lareina Barrett,CLB0774,49,23,22,17,31,MJH3822,0.0,0.0,0.0
Valentine Elton Britt,VEB0935,46,37,39,20,32,ACJ0014,0.0,0.0,0.0
Macey Christen Turner,MCT0720,34,12,20,22,37,AYP3586,0.0,0.0,0.0
Jameson Damian Franco,JDF0593,30,45,11,41,29,CEB0210,0.0,137729110.0,0.0
Callum Jasper Gilmore,CJG0470,44,45,22,32,24,PIP3915,0.0,0.0,0.0
Riley Ginger Guy,RGG0064,36,19,20,42,34,ZKS0899,0.0,30342198.0,0.0
Bethany Xerxes Johnson,BXJ0010,46,24,30,35,34,COD2351,0.0,0.0,0.0
William Beau Callahan,WBC0315,40,37,40,45,24,MAK1309,0.0,0.0,0.0
Claudia Galena Baldwin,CGB0637,20,20,15,20,29,YNW2855,60.0,0.0,3724.0
Chadwick Armand Nunez,CAN0842,38,41,22,39,29,EID1076,0.0,0.0,0.0
Hyatt Trevor Hayes,HTH0007,37,38,41,20,36,JLR3930,0.0,0.0,0.0
Bell Jorden Martinez,BJM0111,22,24,39,41,19,TJD0996,0.0,91359318.0,0.0
Meredith Ainsley Wolf,MAW0166,44,16,21,17,34,NMM1560,0.0,0.0,121.0
Preston Plato Fischer,PPF0435,42,17,48,24,27,TWK1773,908.0,0.0,0.0
Samuel Eden James,SEJ0677,44,39,23,36,25,RRH0638,0.0,0.0,24.0
Alden Caesar Velez,ACV0812,42,37,12,45,28,MRB2390,0.0,0.0,0.0
Kane Walter Eaton,KWE0082,38,43,19,48,35,CJG0470,0.0,10020470.0,0.0
Edan Ciaran Larson,ECL0930,28,24,40,18,29,EHB0420,0.0,112589452.0,0.0
Randall Hashim Palmer,RHP0484,35,37,24,16,31,GSM0930,0.0,0.0,0.0
Brenda Alika Matthews,BAM0636,13,40,46,42,39,JJJ1267,0.0,0.0,0.0
Dale Dorian Mercado,DDM0579,33,45,30,37,26,INB3109,0.0,0.0,0.0
Ursula Idona Richard,UIR0043,19,37,23,38,32,SZC2235,0.0,0.0,0.0
Jaquelyn Cassandra Roberson,JCR0172,43,41,41,39,31,RCC0617,0.0,151642692.0,0.0
Aquila Tanner Ellison,ATE0869,13,15,40,44,33,DHR2541,0.0,0.0,0.0
Isadora Blaine Shepherd,IBS0836,10,44,50,38,27,KFG2735,0.0,0.0,0.0
Dylan Tiger Terry,DTT0076,42,16,34,24,28,LRL1316,0.0,0.0,0.0
Price Rashad Mullen,PRM0740,45,40,45,42,27,HSP1675,0.0,0.0,0.0
Florence Gloria Whitney,FGW0853,25,35,20,40,39,NYS2040,0.0,0.0,0.0
Judith Shaeleigh Hayden,JSH0330,20,16,23,24,28,NMC3998,0.0,0.0,0.0
Ferris Stone Bender,FSB0399,23,22,15,37,26,CHH3583,0.0,0.0,0.0
